"Mineral Name","RRUFF Chemistry (plain)","Database ID","Country of Type Locality"
"Thortveitite","Sc3+2Si2O7","4389","Norway"
"Thorutite","(Th4+,U4+,Ca)Ti4+2(O,OH)6","4390","Kyrgyzstan"
"Threadgoldite","Al(U6+O2)2(PO4)2(OH)·8H2O","4391","Democratic Republic of the Congo"
"Thunderbayite","TlAg3Au3Sb7S6","7050","Canada"
"Tiberiobardiite","{Cu2+9Al[SiO3(OH)]2(OH)12(H2O)6}(S6+O4)1.5·10H2O","6623","Italy"
"Tiemannite","Hg2+Se2-","4392","Germany"
"Tienshanite","K(Na,K,[box])9Ca2Ba6Mn2+6Ti4+6B12Si36O114(O,OH,F)11","4393","Tajikistan"
"Tiettaite","K4Na12Fe3+2Si16O41(OH)4·2H2O","4394","Russia"
"Tikhonenkovite","SrAlF4(OH)·H2O","4395","Russia"
"Tilasite","CaMgAs5+O4F","4396","Sweden"
"Tilkerodeite","Pd2HgSe3","6992","Germany"
"Tilleyite","Ca5Si2O7(CO3)2","4397","USA"
"Tillmannsite","HgAg3V5+O4","4398","France"
"Timroseite","Pb2+2Cu2+5(Te6+O6)2(OH)2","5792","USA"
"Tin","Sn","4399","Russia"
"Tinaksite","K2NaCa2Ti4+Si7O18(OH)O","4400","Russia"
"Tincalconite","Na2B4O5(OH)4·3H2O","4401","USA"
"Tinnunculite","C5H4N4O3·2H2O","6489","Russia"
"Tinsleyite","KAl2(PO4)2(OH)·2H2O","4402","USA"
"Tinticite","Fe3+3(PO4)2(OH)3·3H2O","4403","USA"
"Tintinaite","Pb2+10Cu1+2Sb3+16S2-35","4404","Canada"
"Tinzenite","Ca2Mn2+4Al4[B2Si8O30](OH)2","4405","Switzerland"
"Tiptopite","K2(Li,Na,Ca)6(Be6P6)O24(OH)2·1.3H2O","4406","USA"
"Tiragalloite","Mn2+4As5+Si3O12(OH)","4407","Italy"
"Tischendorfite","Pd8Hg3Se9","4409","Germany"
"Tisinalite","Na3Mn2+Ti4+Si6O15(OH)3","4410","Russia"
"Tissintite","(Ca,Na,[box])AlSi2O6","6188","Morocco (meteorite)"
"Tistarite","Ti3+2O3","5675","Mexico (meteorite)"
"Titanite","CaTi4+SiO5","4411","Germany"
"Titanium","Ti","5350","China"
"Titanoholtite","(Ti4+0.75[box]0.25)Al6BSi3O18","6123","Poland"
"Titanomaghemite","(Ti4+0.5[box]0.5)Fe3+2O4","5510","South Africa"
"Titanowodginite","Mn2+Ti4+Ta5+2O8","4412","Canada"
"Titantaramellite","Ba4(Ti4+,Fe3+,Mg)4(O,OH)2[B2Si8O27]Clx","4413","Canada / Mexico / USA"
"Tivanite","Ti4+V3+O3(OH)","4414","Australia"
"Tlalocite","Cu2+10Zn2+6(Te4+O3)(Te6+O4)2Cl(OH)25·27H2O","4415","Mexico"
"Tlapallite","H6Ca2Cu2+3S6+O4(Te4+O3)4(Te6+O6)","4416","Mexico"
"Tobelite","(N3-H4)Al2(Si3Al)O10(OH)2","4417","Japan"
"Tobermorite","Ca5Si6O16(OH)2·nH2O","4418","United Kingdom"
"Tochilinite","6(Fe2+0.9S2-)·5[(Mg,Fe2+)(OH)2]","4419","Russia"
"Tocornalite","(Ag1+,Hg1+)I1-","5490","Chile"
"Todorokite","(Na,Ca,K,Ba,Sr)1-x(Mn4+,Mn3+,Mg,Al)6O12·3-4H2O","4420","Japan"
"Tokkoite","K2Ca4Si7O18(OH)F","4421","Russia"
"Tokyoite","Ba2Mn3+(V5+O4)2(OH)","5242","Japan"
"Tolbachite","Cu2+Cl2","4422","Russia"
"Tolovkite","IrSbS","4423","Russia"
"Tolstykhite","Au3S4Te6","7231","Russia"
"Tomamaeite","Cu3Pt","7012","Japan"
"Tombstoneite","(Ca0.5Pb2+0.5)Pb2+3Cu2+6Te6+2O6(Te4+O3)6(Se4+O3)2(S6+O4)2·3H2O","7159","USA"
"Tomichite","V3+4Ti4+3As3+O13(OH)","4425","Australia"
"Tomiolloite","Al12(Te4+O3)5[(SO3)0.5(S6+O4)0.5](OH)24","7132","Mexico"
"Tondiite","Cu2+3MgCl2(OH)6","6236","Italy"
"Tongbaite","Cr3C2","4426","China"
"Tooeleite","Fe3+6(As3+O3)4S6+O4(OH)4·4H2O","4427","USA"
"Topaz","Al2SiO4F2","4428","unknown"
"Topsøeite","Fe3+F3(H2O)3","6640","Iceland"
"Torbernite","Cu2+(U6+O2)2(PO4)2·12H2O","4429","Czech Republic"
"Törnebohmite-(Ce)","Ce2Al(SiO4)2(OH)","4430","Sweden"
"Törnebohmite-(La)","La2Al(SiO4)2(OH)","4431","Russia"
"Törnroosite","Pd11As2Te2","5873","Finland"
"Torrecillasite","Na(As3+,Sb3+)4O6Cl","6270","Chile"
"Torreyite","Mg9Zn2+4(S6+O4)2(OH)22·8H2O","4432","USA"
"Torryweiserite","Rh5Ni10S16","7063","Canada"
"Tosudite","Na0.5(Al,Mg)6(Si,Al)8O18(OH)12·5H2O","4433","Ukraine"
"Toturite","Ca3Sn4+2(Fe3+2Si)O12","5760","Russia"
"Tounkite","(Na,Ca,K)8(Si6Al6)O24(S6+O4)2Cl·0.5H2O","4434","Russia"
"Townendite","Na8Zr4+Si6O18","5795","Denmark (Greenland)"
"Toyohaite","Ag1+(Fe2+0.5Sn4+1.5)S4","4435","Japan"
"Trabzonite","Ca4Si3O9(OH)2","4436","Turkey"
"Tranquillityite","Fe2+8Ti4+3Zr4+2Si3O24","4437","Moon"
"Transjordanite","Ni2P","6265","Jordan / Israel"
"Traskite","Ba21Ca(Fe2+,Mn2+,Ti4+)4(Ti4+,Fe2+,Mg)12(Si12O36)(Si2O7)6(O,OH)30Cl6·14H2O","4438","USA"
"Trattnerite","Fe3+2(Mg3Si12)O30","5187","Austria"
"Treasurite","Ag7Pb6Bi15S30","4439","USA"
"Trébeurdenite","Fe2+2Fe3+4O2(OH)10(CO3)·3H2O","6256","France"
"Trebiskyite","Na3Mg2[Ti4+V5+9O28]·22H2O","7014","USA"
"Trechmannite","Ag1+As3+S2-2","4440","Switzerland"
"Tredouxite","Ni2+Sb5+2O6","6695","South Africa"
"Trembathite","Mg3B7O13Cl","4441","Canada"
"Tremolite","[box]Ca2Mg5Si8O22(OH)2","4442","Switzerland"
"Trevorite","Ni2+Fe3+2O4","4443","South Africa"
"Triangulite","Al3(U6+O2)4(PO4)4(OH)5·5H2O","4444","Democratic Republic of the Congo"
"Triazolite","NaCu2(N3C2H2)2(N3-H3)2Cl3·4H2O","6665","Chile"
"Tridymite","SiO2","4445","Mexico"
"Trigonite","Pb2+3Mn2+(As3+O3)2(As3+O2OH)","4446","Sweden"
"Trikalsilite","K2NaAl3(SiO4)3","4447","Democratic Republic of the Congo"
"Trilithionite","KLi1.5Al1.5(Si3Al)O10F2","4448","Sweden"
"Trimerite","CaMn2+2(BeSiO4)3","4449","Sweden"
"Trimounsite-(Y)","Y3+2Ti4+2O5SiO4","4450","France"
"Trinepheline","NaAlSiO4","6083","Myanmar"
"Triphylite","LiFe2+PO4","4451","Germany"
"Triplite","Mn2+2(PO4)F","4452","France"
"Triploidite","Mn2+2(PO4)(OH)","4453","USA"
"Trippkeite","Cu2+As3+2O4","4454","Chile"
"Tripuhyite","Fe3+Sb5+O4","4455","Brazil"
"Tristramite","(Ca,U4+,Fe3+)(PO4,S6+O4)·2H2O","4456","United Kingdom"
"Tritomite-(Ce)","Ce5(SiO4,BO4)3(OH,O)","4457","Norway"
"Tritomite-(Y)","Y5(SiO4,BO4)3(O,OH,F)","5169","USA"
"Trögerite","(H3O)(U6+O2)(As5+O4)·3H2O","4458","Germany"
"Trogtalite","Co2+(Se2)2-","4459","Germany"
"Troilite","Fe2+S2-","4460","Italy (meteorite)"
"Trolleite","Al4(PO4)3(OH)3","4461","Sweden"
"Trona","Na3(HCO3)(CO3)·2H2O","4462","Libya"
"Truscottite","Ca14Si24O58(OH)8·2H2O","4463","Indonesia"
"Trüstedtite","Ni2+Ni3+2Se2-4","4464","Finland"
"Tsangpoite","Ca5(PO4)2(SiO4)","6414","Argentina"
"Tsaregorodtsevite","N(CH3)4Si4(SiAl)O12","4465","Russia"
"Tschaunerite","(Fe2+)(Fe2+Ti4+)O4","6835","India (meteorite)"
"Tschermakite","[box]Ca2(Mg3Al2)Si6Al2O22(OH)2","4466","unknown"
"Tschermigite","N3-H4Al(S6+O4)2·12H2O","4467","Czech Republic"
"Tschernichite","CaAl2Si6O16·8H2O","4468","USA"
"Tschörtnerite","Ca4(K,Ca,Sr,Ba)3Cu2+3Al12Si12O48(OH)8·20H2O","4469","Germany"
"Tsepinite-Ca","(Ca,K,Na)2-x(Ti4+,Nb5+)2Si4O12(OH,O)2·4H2O","5101","Russia"
"Tsepinite-K","(K,Ba,Na)2(Ti4+,Nb5+)2Si4O12(OH,O)2·3H2O","5102","Russia"
"Tsepinite-Na","(Na,H3O,K,Sr,Ba,[box])12Ti4+8(Si4O12)4(OH,O)8·12-16H2O","4470","Russia"
"Tsepinite-Sr","(Sr,Ba,K)(Ti4+,Nb5+)2Si4O12(OH,O)2·3H2O","5492","Russia"
"Tsikourasite","Mo3Ni2P1+x (x < 0.25)","6881","Greece"
"Tsilaisite","NaMn2+3Al6(Si6O18)(BO3)3(OH)3OH","5975","Italy"
"Tsnigriite","Ag9SbTe3S3","4471","Uzbekistan"
"Tsugaruite","Pb2+28As3+15S2-50Cl","4472","Japan"
"Tsumcorite","Pb2+Zn2+2(As5+O4)2·2H2O","4473","Namibia"
"Tsumebite","Pb2+2Cu2+(PO4)(S6+O4)(OH)","4474","Namibia"
"Tsumgallite","GaOOH","5174","Namibia"
"Tsumoite","BiTe","4475","Japan"
"Tsygankoite","Mn2+8Tl1+8Hg2+2(Sb3+21Pb2+2Tl1+)S2-48","6715","Russia"
"Tubulite","Ag1+2Pb2+22Sb3+20S2-53","6053","France / Italy"
"Tučekite","Ni9Sb2S8","4476","Australia /South Africa"
"Tugarinovite","Mo4+O2","4477","Russia"
"Tugtupite","Na4BeAlSi4O12Cl","4478","Denmark (Greenland)"
"Tuhualite","NaFe2+Fe3+Si6O15","4479","New Zealand"
"Tuite","Ca3(PO4)2","5175","China (meteorite)"
"Tulameenite","CuFePt2","4480","Canada"
"Tuliokite","Na6BaTh(CO3)6·6H2O","4481","Russia"
"Tululite","Ca14(Fe3+,Al)(Al,Zn2+,Fe3+,Si,P,Mn3+,Mg)15O36","6364","Jordan"
"Tumchaite","Na2Zr4+Si4O11·2H2O","4482","Russia"
"Tundrite-(Ce)","Na2Ce3+2Ti4+O2SiO4(CO3)2","4483","Russia"
"Tundrite-(Nd)","Na2Nd3+2Ti4+O2(SiO4)(CO3)2","4484","Denmark (Greenland)"
"Tunellite","SrB6O9(OH)2·3H2O","4485","USA"
"Tungsten","W","5351","Russia"
"Tungstenite","WS2","4486","USA"
"Tungstibite","Sb3+2W6+O6","4487","Germany"
"Tungstite","WO3·H2O","4488","USA"
"Tungusite","Ca14Fe2+9Si24O60(OH)22","4489","Russia"
"Tunisite","NaCa2Al4(CO3)4(OH)8Cl","4490","Tunisia"
"Tuperssuatsiaite","Na2(Fe3+,Mn2+)3Si8O20(OH)2·4H2O","4491","Denmark (Greenland)"
"Turanite","Cu2+5(V5+O4)2(OH)4","4492","Uzbekistan"
"Turkestanite","(K,[box])(Ca,Na)2ThSi8O20·nH2O","4493","Kyrgyzstan / Tajikistan"
"Turneaureite","Ca5(As5+O4)3Cl","4494","USA"
"Turquoise","Cu2+Al6(PO4)4(OH)8·4H2O","4495","unknown"
"Turtmannite","Mn2+25O5(V5+O4)3(SiO4)3(OH)20","4496","Switzerland"
"Tuscanite","KCa6(Si,Al)10O22(S6+O4,CO3)2(OH)·H2O","4497","Italy"
"Tusionite","Mn2+Sn4+(BO3)2","4498","Tajikistan"
"Tuzlaite","NaCaB5O8(OH)2·3H2O","4499","Bosnia and Herzegovina"
"Tvalchrelidzeite","Hg3SbAsS3","4500","Georgia"
"Tvedalite","Ca4Be3Si6O17(OH)4·3H2O","4501","Norway"
"Tveitite-(Y)","(Y,Na)6(Ca,Na,Y)12(Ca,Na)F42","4502","Norway"
"Tvrdýite","Fe2+Fe3+2Al3(PO4)4(OH)5·6H2O","6380","Czech Republic"
"Tweddillite","CaSrMn3+2Al(Si2O7)(SiO4)O(OH)","4503","South Africa"
"Twinnite","Pb2+Sb3+2S2-4","4504","Canada"
"Tychite","Na6Mg2(CO3)4(S6+O4)","4505","USA"
"Tyretskite","Ca2B5O9(OH)·H2O","4506","Russia"
"Tyrolite","Ca2Cu2+9(As5+O4)4(CO3)(OH)8·11H2O","4507","Austria"
"Tyrrellite","Cu2+(Co3+,Ni3+)2Se2-4","4508","Canada"
"Tyuyamunite","Ca(U6+O2)2(V5+O4)2·5-8H2O","4509","Kyrgyzstan"
"Uakitite","VN","6748","Russia (meteorite)"
"Uchucchacuaite","Ag1+Mn2+Pb2+3Sb3+5S2-12","4510","Peru"
"Udinaite","NaMg4(V5+O4)3","6798","Russia"
"Uduminelite","Ca3Al8(PO4)2O12·2H2O","5494","Japan"
"Uedaite-(Ce)","Mn2+Ce3+Al2Fe2+(Si2O7)(SiO4)O(OH)","5548","Japan"
"Uklonskovite","NaMg(S6+O4)F·2H2O","4512","Uzbekistan"
"Ulexite","NaCaB5O6(OH)6·5H2O","4513","Chile"
"Ulfanderssonite-(Ce)","(Ce3+15Ca)Mg2(SiO4)10(SiO3OH)(OH,F)5Cl3","6634","Sweden"
"Ullmannite","NiSbS","4514","Germany"
"Ulrichite","CaCu2+(U6+O2)(PO4)2·4H2O","4515","Australia"
"Ulvöspinel","Fe2+2Ti4+O4","4516","Sweden"
"Umangite","Cu3Se2","4517","Argentina"
"Umbite","K2Zr4+Si3O9·H2O","4518","Russia"
"Umbozerite","Na3Sr4Th4+Si8O23(OH)","4519","Russia"
"Umbrianite","K7Na2Ca2[Al3Si10O29]F2Cl2","6017","Italy"
"Umohoite","(U6+O2)Mo6+O4·2H2O","4520","USA"
"Ungavaite","Pd4Sb3","5279","Canada"
"Ungemachite","K3Na8Fe3+(S6+O4)6(N5+O3)2·6H2O","4522","Chile"
"Upalite","Al(U6+O2)3(PO4)2O(OH)·7H2O","4523","Democratic Republic of the Congo"
"Uralborite","CaB2O2(OH)4","4524","Russia"
"Uralolite","Ca2Be4(PO4)3(OH)3·5H2O","4525","Russia"
"Uramarsite","N3-H4(U6+O2)As5+O4·3H2O","5326","Kazakhstan"
"Uramphite","N3-H4(U6+O2)PO4·3H2O","4526","Kyrgyzstan"
"Urancalcarite","Ca(U6+O2)3CO3(OH)6·3H2O","4527","Democratic Republic of the Congo"
"Uraninite","U4+O2","4528","Czech Republic"
"Uranocircite-II","Ba(U6+O2)2(PO4)2·10H2O","5495","Germany"
"Uranoclite","(U6+O2)2(OH)2Cl2(H2O)4","7090","USA"
"Uranophane-α","Ca(U6+O2)2(SiO3OH)2·5H2O","4531","Poland"
"Uranophane-β","Ca(U6+O2)2(SiO3OH)2·5H2O","4532","Czech Republic"
"Uranopilite","(U6+O2)6S6+O4O2(OH)6·14H2O","4533","Czech Republic / Germany"
"Uranopolycrase","(U4+,Y3+)(Ti4+,Nb5+,Ta5+)2(O,OH)6","4534","Italy"
"Uranosilite","(U6+O2)Si7O15","4535","Germany"
"Uranospathite","(Al,[box])(U6+O2)2F(PO4)2·20(H2O,F)","4536","United Kingdom"
"Uranosphaerite","Bi3+(U6+O2)O2(OH)","4537","Germany"
"Uranospinite","Ca(U6+O2)2(As5+O4)2·10H2O","4538","Germany"
"Uranotungstite","Fe2+(U6+O2)2W6+O4(OH)4·12H2O","4539","Germany"
"Urea","CO(N3-H2)2","4541","Australia"
"Uricite","C5H4N4O3","4542","Australia"
"Uroxite","[(U6+O2)2((C2)6+O4)(OH)2(H2O)2]·H2O","6829","USA"
"Urusovite","Cu2+AlO(As5+O4)","4543","Russia"
"Urvantsevite","Pd(Bi,Pb)2","4544","Russia"
"Ushkovite","MgFe3+2(PO4)2(OH)2·8H2O","4545","Russia"
"Usovite","Ba2CaMgAl2F14","4546","Russia"
"Ussingite","Na2AlSi3O8(OH)","4547","Denmark (Greenland)"
"Ustarasite","Pb2+(Bi3+,Sb3+)6S2-10","4548","Russia"
"Usturite","Ca3Zr4+Sb5+Fe3+3O12","5782","Russia"
"Utahite","MgCu2+4Zn2+2Te6+3O14(OH)4·6H2O","4549","USA"
"Uvanite","U6+2V5+6O21·15H2O","4550","USA"
"Uvarovite","Ca3Cr3+2(SiO4)3","4551","Russia"
"Uvite","CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3OH","6021","Italy"
"Uytenbogaardtite","Ag3AuS2","4553","Indonesia / Russia / USA"
"Uzonite","As4S5","4554","Russia"
"Vaesite","Ni2+(S2)2-","4555","Democratic Republic of the Congo"
"Vajdakite","(Mo6+O2)2As3+2O5·3H2O","4556","Czech Republic"
"Valentinite","Sb3+2O3","4557","France"
"Valleriite","2[(Fe3+,Cu1+)S]·1.53[(Mg,Al)(OH)2]","4558","Sweden"
"Valleyite","Ca4Fe3+6O13","6666","USA"
"Vanackerite","Pb2+4Cd2+(As5+O4)3Cl","6057","Namibia"
"Vanadinite","Pb2+5(V5+O4)3Cl","4559","Mexico"
"Vanadiocarpholite","Mn2+V3+AlSi2O6(OH)4","4904","Italy"
"Vanadio-oxy-chromium-dravite","NaV3+3(Cr3+4Mg2)(Si6O18)(BO3)3(OH)3O","6092","Russia"
"Vanadio-oxy-dravite","NaV3+3(Al4Mg2)(Si6O18)(BO3)3(OH)3O","6127","Russia"
"Vanadio-pargasite","NaCa2(Mg4V3+)[Si6Al2]O22(OH)2","6660","Russia"
"Vanadium","V","6140","Mexico"
"Vanadoallanite-(La)","CaLa3+V3+AlFe2+(Si2O7)(SiO4)O(OH)","6159","Japan"
"Vanadoandrosite-(Ce)","Mn2+Ce3+V3+AlMn2+O(Si2O7)(SiO4)(OH)","5275","France"
"Vanadomalayaite","CaV4+OSiO4","4561","Italy"
"Vanalite","NaAl8V5+10O38·30H2O","4562","Kazakhstan"
"Vanarsite","NaCa12(As3+V5+8.5V4+3.5As5+6O51)2·78H2O","6319","USA"
"Vandenbrandeite","Cu2+U6+O2(OH)4","4563","Democratic Republic of the Congo"
"Vandendriesscheite","Pb2+1.6(U6+O2)10O6(OH)11·11H2O","4564","Democratic Republic of the Congo"
"Vanderheydenite","Zn2+6(PO4)2(S6+O4)(OH)4·7H2O","6374","Australia"
"Vandermeerscheite","K2[(U6+O2)2V5+2O8]·2H2O","6730","Germany"
"Vaniniite","Ca2Mn2+3Mn3+2O2(As5+O4)4·2H2O","6743","Switzerland"
"Vanmeersscheite","U6+(U6+O2)3(PO4)2(OH)6·4H2O","4565","Democratic Republic of the Congo"
"Vanoxite","V4+4V5+2O13·8H2O","5086","USA"
"Vantasselite","Al4(PO4)3(OH)3·9H2O","4566","Belgium"
"Vanthoffite","Na6Mg(S6+O4)4","4567","Germany"
"Vanuralite","Al(U6+O2)2(V5+O4)2(OH)·8.5H2O","4568","Gabon"
"Vapnikite","Ca3U6+O6","6241","Palestine"
"Varennesite","Na8Mn2+2Si10O25(OH,Cl)2·12H2O","4569","Canada"
"Vargite","Cu2+2Mn2+3(As5+O4)2(OH)4(H2O)4","7064","Sweden"
"Variscite","AlPO4·2H2O","4570","Germany"
"Varlamoffite","(Sn4+,Fe3+)(O,OH)2","5496","Democratic Republic of the Congo"
"Varulite","Na2Mn2+(Mn2+Fe3+)(PO4)3","4571","Sweden"
"Vashegyite","Al11(PO4)9(OH)6·38H2O","4572","Slovakia"
"Vasilite","(Pd,Cu)16(S,Te)7","4573","Bulgaria"
"Vasilseverginite","Cu2+9O4(As5+O4)2(S6+O4)2","6481","Russia"
"Vasilyevite","(Hg2)2+10O6I3Br2Cl(CO3)","5170","USA"
"Västmanlandite-(Ce)","Ce3+3CaMg2Al2Si5O19(OH)2F","5195","Sweden"
"Vaterite","CaCO3","4574","United Kingdom"
"Vaughanite","TlHgSb4S7","4575","Canada"
"Vauquelinite","Cu2+Pb2+2(Cr6+O4)(PO4)(OH)","4576","Russia"
"Vauxite","Fe2+Al2(PO4)2(OH)2·6H2O","4577","Bolivia"
"Vavřínite","Ni2SbTe2","5549","Czech Republic"
"Väyrynenite","Mn2+Be(PO4)OH","4871","Finland"
"Veatchite","Sr2[B5O8(OH)]2B(OH)3·H2O","4579","USA"
"Veblenite","K2[box]2Na(Fe2+5Fe3+4Mn2+7[box])Nb5+3Ti4+(Si2O7)2(Si8O22)2O6(OH)10·3H2O","5880","Canada"
"Veenite","Pb2+2Sb3+2S2-5","4582","Canada"
"Velikite","Cu1+2Hg2+Sn4+S2-4","4583","Kyrgyzstan"
"Vendidaite","Al2(S6+O4)(OH)3 Cl·6H2O","6152","Chile"
"Verbeekite","PdSe2","4584","Democratic Republic of the Congo"
"Verbierite","BeCr3+2Ti4+O6","6500","Switzerland"
"Vergasovaite","Cu2+3O(Mo6+O4)(S6+O4)","4585","Russia"
"Vermiculite","Mg0.7(Mg,Fe3+,Al)6(Si,Al)8O20(OH)4·8H2O","4586","USA"
"Vernadite","(Mn4+,Fe3+,Ca,Na)(O,OH)2·nH2O","4587","Russia"
"Verneite","Na2Ca3Al2F14","6639","Iceland / Italy"
"Verplanckite","Ba4Mn2+2Si4O12(OH,H2O)3Cl3","4588","USA"
"Versiliaite","(Fe2+2Fe3+2)(Fe3+2Sb3+6)O16S2-","4589","Italy"
"Vertumnite","Ca4Al4Si4O6(OH)24·3H2O","4590","Italy"
"Veselovskýite","Zn2+Cu2+4(As5+O4)2(As5+O3OH)2·9H2O","5608","Czech Republic"
"Vésigniéite","Cu2+3Ba(V5+O4)2(OH)2","4869","Germany"
"Vestaite","(Ti4+Fe2+)Ti4+3O9","6701","Morocco (meteorite)"
"Vesuvianite","(Ca,Na)19(Al,Mg,Fe3+)13(SiO4)10(Si2O7)4(OH,F,O)10","4592","Italy"
"Veszelyite","Cu2+3PO4(OH)3·2H2O","4593","Romania"
"Viaeneite","(Fe2+,Pb2+)4((S2)2-,S6+)8O","4594","Belgium"
"Vicanite-(Ce)","(Ca,Ce3+,La3+,Th4+)15As5+(As3+,Na)0.5Fe3+0.7Si6B4(O,F)47","4595","Italy"
"Vigezzite","(Ca,Ce3+)(Nb5+,Ta5+,Ti4+)2O6","4596","Italy"
"Vigrishinite","NaZn2+Ti4+4(Si2O7)2O3(OH)(H2O)4","6016","Russia"
"Vihorlatite","Bi24Se17Te4","5550","Slovakia"
"Viitaniemiite","NaCaAlPO4F3","4597","Finland"
"Vikingite","Ag1+5Pb2+8Bi3+13S2-30","4598","Denmark (Greenland)"
"Villamanínite","Cu2+(S2)2-","4599","Spain"
"Villiaumite","NaF","4600","Guinea"
"Villyaellenite","(Mn2+,Ca)Mn2+2Ca2(As5+O4)2(As5+O3OH)2·4H2O","4601","France"
"Vimsite","CaB2O2(OH)4","4602","Russia"
"Vincentite","Pd3As","4603","Indonesia"
"Vinciennite","Cu10Fe4SnAsS16","4604","France"
"Vinogradovite","Na4Ti4+4(Si2O6)2[(Si,Al)4O10]O4·(H2O,Na,K)3","4605","Russia"
"Violarite","Fe2+Ni3+2S2-4","4606","Canada"
"Virgilite","LiAlSi2O6","4607","Peru"
"Vishnevite","Na8(Al6Si6)O24(S6+O4)·2H2O","4608","Russia"
"Vismirnovite","Zn2+Sn4+(OH)6","4609","Tajikistan"
"Vistepite","Mn2+4Sn4+B2O2(Si2O7)2(OH)2","4610","Kyrgyzstan"
"Viteite","Pd5InAs","6928","Russia"
"Vitimite","Ca6B14O19(S6+O4)(OH)14·5H2O","4611","Russia"
"Vittinkiite","Mn2+Mn2+3Mn2+Si5O15","6931","Finland"
"Vitusite-(Ce)","Na3Ce3+(PO4)2","4612","Denmark (Greenland) / Russia"
"Vivianite","Fe2+3(PO4)2·8H2O","4613","United Kingdom"
"Vladimirite","Ca4(As5+O4)2(As5+O3OH)·4H2O","4614","Russia"
"Vladimirivanovite","Na6Ca2[Al6Si6O24](S6+O4,(S3)2-,(S2)2-,Cl)2·H2O","5909","Russia / Tajikistan"
"Vladkrivovichevite","[Pb2+32O18][Pb2+4Mn2+2O]Cl14(BO3)8·2H2O","5948","Namibia"
"Vladykinite","Na3Sr4(Fe2+Fe3+)Si8O24","5980","Russia"
"Vlasovite","Na2Zr4+Si4O11","4615","Russia"
"Vlodavetsite","Ca2Al(S6+O4)2F2Cl·4H2O","4616","Russia"
"Vochtenite","Fe2+Fe3+(U6+O2)4(PO4)4(OH)·12-13H2O","4617","United Kingdom"
"Voggite","Na2Zr4+(PO4)(CO3)(OH)·2H2O","4618","Canada"
"Voglite","Ca2Cu2+(U6+O2)(CO3)4·6H2O","4619","Czech Republic"
"Volaschioite","Fe3+4(S6+O4)O2(OH)6·2H2O","5832","Italy"
"Volborthite","Cu2+3V5+2O7(OH)2·2H2O","4620","Russia"
"Volkonskoite","Ca0.3(Cr3+,Mg)2(Si,Al)4O10(OH)2·4H2O","4621","Russia"
"Volkovskite","KCa4[B5O8(OH)]4[B(OH)3]2Cl·4H2O","4622","Kazakhstan"
"Voloshinite","Rb(LiAl1.5[box]0.5)(Al0.5Si3.5)O10F2","5652","Russia"
"Voltaite","K2Fe2+5Fe3+3Al(S6+O4)12·18H2O","4623","Italy"
"Volynskite","AgBiTe2","4624","Armenia"
"Vonbezingite","Ca6Cu2+3(S6+O4)3(OH)12·2H2O","4625","South Africa"
"Vonsenite","Fe2+2Fe3+O2(BO3)","4626","USA"
"Vorlanite","CaU6+O4","5759","Russia"
"Voronkovite","Na15(Na,Ca,Ce3+)3(Mn2+,Ca)3Fe2+3Zr4+3Si26O72(OH,O)4Cl·H2O","5625","Russia"
"Vorontsovite","(Hg5Cu)TlAs4S12","6602","Russia"
"Voudourisite","Cd2+S6+O4·H2O","6095","Greece"
"Vozhminite","Ni4AsS2","4627","Russia"
"Vránaite","Al16B4Si4O38","6484","Madagascar"
"Vrbaite","Hg3Tl4As8Sb2S20","4628","North Macedonia"
"Vuagnatite","CaAlSiO4(OH)","4629","Turkey"
"Vulcanite","CuTe","4630","USA"
"Vuonnemite","Na6Na2Nb5+2Na3Ti4+(Si2O7)2(PO4)2O2(OF)","4631","Russia"
"Vuorelainenite","Mn2+V3+2O4","4632","Sweden"
"Vuoriyarvite-K","(K,Na,[box])12Nb5+8(Si4O12)4O8·12-16H2O","4633","Russia"
"Vurroite","Pb2+20Sn4+2(Bi3+,As3+)22S2-54Cl6","5236","Italy"
"Vyacheslavite","U4+(PO4)(OH)","4634","Uzbekistan"
"Vyalsovite","CaFe2+AlS2-(OH)5","4635","Russia"
"Vymazalováite","Pd3Bi2S2","6632","Russia"
"Vysokýite","U4+[As5+O2(OH)2]4·4H2O","6131","Czech Republic"
"Vysotskite","(Pd2+,Ni2+)S2-","4636","Russia"
"Vyuntspakhkite-(Y)","Y3+(Al,Si)(SiO4)(OH,O)2","4637","Russia"
"Wadalite","Ca6Al5Si2O16Cl3","4638","Japan"
"Wadeite","K2Zr4+Si3O9","4639","Australia"
"Wadsleyite","Mg2SiO4","4640","Canada (meteorite)"
"Wagnerite","Mg2PO4F","4641","Austria"
"Waimirite-(Y)","Y3+F3","6267","Brazil"
"Waipouaite","Ca3V4+5O9[Si2O5(OH)2][Si3O7(OH)2]·11H2O","6980","New Zealand"
"Wairakite","Ca(Si4Al2)O12·2H2O","4642","New Zealand"
"Wairauite","CoFe","4643","New Zealand"
"Wakabayashilite","(As,Sb)6As4S14","4644","Japan"
"Wakefieldite-(Ce)","Ce3+V5+O4","4645","Democratic Republic of the Congo"
"Wakefieldite-(La)","La3+V5+O4","5640","Germany"
"Wakefieldite-(Nd)","Nd3+V5+O4","5691","Japan"
"Wakefieldite-(Y)","Y3+V5+O4","4646","Canada"
